PG.ProteinAccessions,NP1_1,NP1_2,NP1_3,NP1_4,NP1_5,NP2_1,NP2_2,NP2_3,NP2_4,NP2_5,NP3_1,NP3_2,NP3_3,NP3_4,NP3_5,NP4_1,NP4_2,NP4_3,NP4_4,NP4_5,NP5_1,NP5_2,NP5_3,NP5_4,NP5_5,NP6_1,NP6_2,NP6_3,NP6_4,NP6_5
Q8N8S7,20778.943359375,20936.8995660804,20592.036783684,20623.0125115141,21408.3738466613,18444,18668.2783694528,19441.9511215352,19303.1513717547,19385.7895772494,81998.359375,82848.8336133957,82456.6697956249,82302.1639513969,81897.6147950813,62925.48828125,62242.7762324922,62693.5903981328,62081.4124235883,62239.1758958809,15834.7138671875,16443.178253036,16543.5195297673,16590.7322864719,15534.9413522258,53421.828125,53978.2554352209,54353.8954438195,52941.0813714862,54022.611460045
Q8N8V2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N983,192248.078125,191918.730775297,192778.478708055,192652.164000489,193026.38224832,203977.546875,204322.774854589,204197.336986762,203939.179529537,204535.094268721,195240.6875,195100.104439318,195114.323373199,194335.251632392,195563.17538327,198283.234375,198137.068954699,197454.130188964,198489.383634582,199116.348845821,158838.453125,158520.847403236,158362.737812825,159343.419292267,159436.132713944,98461.921875,98416.7489484958,98443.0778223164,98221.5647903346,98952.2760101669
Q8N9A8,38061.71484375,38616.3083290644,37619.8595435321,38857.3030614257,38007.0360776931,44162.31640625,43268.4575692862,43491.4858975559,44997.8901782185,44757.1605654545,35912.08203125,36670.933568731,36010.3596736416,36548.6040989608,36031.0217005871,32742.6484375,32466.1382123567,32220.4142821692,33282.1566805914,32431.5070047714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N9F7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N9M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N9M5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49663.6953125,50365.6268240176,50301.6056450307,49748.4853588268,50595.3337824196,46876.87109375,46904.979897771,46659.788614247,46315.7579485476,46225.2010042928,NA,NA,NA,NA,NA,30370.609375,31318.7995881811,30871.0229376368,30462.303530708,30470.5826954953
Q8N9N5,29895.80859375,30052.1494335569,30175.704318013,30645.6205960438,30037.2129556797,31025.353515625,31116.6869389005,31967.5761522837,31319.1514486559,31898.8246201649,35468.5,35806.6863897666,35954.9371735603,35016.2180699818,36341.3813542984,36527.05859375,35948.4805192873,36785.2687750086,36602.1043879986,36063.577825956,25677.6640625,26372.3602430224,25414.2628857195,26353.2112636864,25710.5218963958,21984.048828125,21091.3834838346,21609.3075625747,22450.0607169382,21260.748682186
Q8N9N7,102209.8671875,102158.243630271,102634.45285587,102715.923795667,102016.279035438,107577.2265625,108356.082580127,107404.612940345,107660.015296731,107731.707529239,114639.4453125,115041.277428802,113886.345429059,115078.704610646,113701.404404074,114067.421875,114685.969872437,113774.866511617,113585.530796126,114474.628666919,73105.6953125,73877.0583035722,72297.3024022132,73731.5479704477,73248.533017125,73886.28125,73130.2379131801,73640.0621002093,73877.9240403809,73275.0805993117
Q8N9N8,40602.15625,40298.4814738929,40781.5037413575,41189.8716811165,41343.0305507109,36665.015625,35707.4854515269,37502.1922082417,36256.6268054545,36370.1610455066,60541,60092.1755035259,60150.1950288974,61127.3066604361,61536.0115154497,52640.6484375,51674.9715584554,53243.8979491815,51861.206972342,52928.2878137417,38660.26171875,38369.7284918353,39133.254642792,39200.5106575862,39581.1448592767,50205.9375,49343.0558693409,50029.1148735024,50634.3263554201,49464.7474646382
Q8N9Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N9R8,13040.4521484375,13982.8489759453,12824.4284397438,13385.0368118361,13049.5124032237,NA,NA,NA,NA,NA,14880.80859375,15107.2265822887,13885.748107031,15449.5388875231,15501.2037200369,NA,NA,NA,NA,NA,6490.14697265625,6792.86321247742,7293.77071042359,5908.84288488701,6257.99802639335,11044.85546875,10086.8381665386,10468.9914917871,11375.9570213333,10863.8328349516
Q8N9T8,82549.25,81980.9412158392,82469.2031264603,81633.6293423846,82416.6119804904,88183.0859375,88426.6487671807,88172.8033940122,88814.7442149743,88899.8022940755,83628.9375,83142.2289045826,84549.2082502991,84245.677345369,83876.2351041026,85284.1484375,84578.3411260396,84307.4271097481,84909.3944496177,85444.4649243429,54937.2109375,55122.7027070746,55781.8823936433,54953.384153083,55707.9020864367,49564.328125,49609.1258099973,50451.9851070568,49380.2351199761,50080.1851160564
Q8N9V3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NA72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NAB2,16349796,16349069.3034804,16349979.6105725,16350303.1787275,16349898.4160879,19243502,19242837.4061572,19243019.8381284,19243725.0202337,19243083.5327875,20487394,20487416.5343304,20486411.8079423,20487376.6511149,20487880.9639152,21831518,21831574.5265901,21832245.0615492,21831965.6163946,21830940.683686,12099817,12099539.07422,12099647.6198372,12100380.3434616,12099694.4182675,15981222,15981657.9027548,15981931.7558337,15981965.7547268,15980281.7731555
Q8NAV1,166172.96875,165965.895550903,166105.385778118,166110.596681125,165227.076994833,161384.046875,160834.959359434,161625.003232215,160931.521201566,161819.709175792,175209.328125,175731.776935749,175271.656269442,176009.298939027,174850.210700884,161539.015625,161399.850405615,160614.289686877,161122.739304651,160606.079342172,99723.953125,100144.162449919,99680.1487653777,100166.984985981,99224.2420817986,99121.75,98652.7396860272,98690.3005522415,99062.8818153143,99692.4808538258
Q8NB15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NB37,345459.65625,344706.823084306,345580.399405479,344884.827120032,346134.498039529,389557.5625,389307.027935278,388644.467618078,390398.504306324,390202.250569355,338211.46875,339068.533975951,338306.820214581,338768.958533503,338560.625996761,350015.125,349529.013730668,349469.073934097,350522.808768403,350792.309372768,363882.5,364874.704832844,363257.611183617,364550.35534611,364325.845987704,376644.09375,376576.175619338,377252.84750988,376337.622307196,376864.898379382
Q8NB78,28410.388671875,28347.7558834367,28002.5438071117,28958.6745906509,29404.8287911229,27644.748046875,26726.5273079947,26768.4868898913,27116.4316664189,26773.3603160568,30279.201171875,31233.1681987755,29821.6121835187,29527.7786814161,31080.9206204042,31047.33984375,31559.038939584,30589.9161209129,31795.1409408599,30752.3740960062,23167.505859375,23123.5168818161,23995.1556720547,23742.2738745585,23524.8715588599,14389.11328125,15021.3296575025,14117.2234801129,14032.4828125089,14901.1536038965
Q8NB90,59038.21484375,59814.1475497112,58536.4021682478,58096.3942101523,60014.9400700182,94074.875,94483.5286676623,93172.5403327234,93074.9653611071,93115.9748305306,68437.921875,69081.4914096445,69064.4140898548,68506.7688541785,67442.3268040009,85879.796875,86734.4510441758,86350.8778082319,85195.600949984,86760.5553141907,50824.65625,49934.6831352897,50602.7602935657,50071.5996250957,49958.857762672,79060.828125,78313.3886823319,79457.6477039494,78262.3334302455,79742.4529366083
Q8NBF2,78632.7109375,77835.9619044662,78469.2735305019,78748.9144095182,77860.1638815328,96839.328125,97020.3508062959,96509.5971975215,96170.1047084033,97538.5623228475,100312.3359375,99684.9982740656,100104.614363268,101001.140427992,99591.5659062862,104060.1015625,104171.552355722,103142.802951712,103195.256654494,104303.90759543,58122.66015625,58334.5994608514,58362.2598325871,58895.0152587183,57614.3551542461,60265.7109375,59496.2116965912,61232.7065795548,59652.4997862875,61238.8037836067
Q8NBF6,48220.50390625,48360.7538011819,48526.0886331052,47243.1368869692,47774.1431188732,56430.921875,56793.7844256535,56419.1973456778,56458.1389972605,55926.3526532464,50422.8203125,50096.569896739,50690.5277972743,49424.9581713863,49476.1557556391,55058.7265625,55301.1563926339,54727.4526370093,55659.8699468523,55552.4381993674,35750.28515625,35501.3770923875,35779.7841007747,35033.0361683778,36195.3542266898,42641.421875,43000.8603423052,43405.739376802,43331.0167426392,43510.7810814083
Q8NBI6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NBJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NBJ5,131540.828125,131452.926077794,131037.578354038,131676.222802054,130889.079686634,150498.1875,149997.181720048,150377.719742194,151033.911262587,151154.261436261,142176.015625,141915.356792733,142006.603082865,142221.71989385,141547.886100821,144813.59375,144469.736907743,144859.312257841,145642.713233475,144572.266406957,98554.171875,98973.5596532673,98209.0033706017,97701.2869397849,98735.3009869084,114107.9296875,113189.398746025,114567.881293613,113435.219225027,114249.829700701
Q8NBJ7,1165184,1164906.57964406,1164975.09853692,1164392.54383009,1164524.30923108,1678704.25,1678082.44577055,1678927.28979238,1679503.20939119,1678936.10671633,905357.5,906311.066023149,905463.029827531,906001.257070415,905852.265677489,773606.625,774374.51751389,773901.827799607,774369.935498558,773511.525491238,1449168.875,1448780.2214674,1449502.22876019,1449750.8457606,1449553.90958211,47686.53125,48447.3394943476,47206.8691487499,47002.3900783695,46776.7262264229
Q8NBL1,46288.3359375,46348.7785644419,46907.9107576571,47194.1994707622,46226.1231764741,50608.73046875,51301.4442565292,50408.230164405,51029.6661456488,51338.4965558909,67818.4296875,68531.3939004876,68204.0952048004,67607.7621173784,67884.9902944379,73689.84375,73714.7771468386,73940.1559316553,72749.1796686314,73275.0963237137,44134.25,44336.9335554279,43265.7933015116,43849.3476699777,43147.6970728226,27380.33203125,26805.3885278851,27168.8693700917,27230.9835143015,27180.7401687466
Q8NBM4,41981.5546875,42449.3308630884,41937.23437424,41525.6171068288,42659.1064725183,43497.90625,42823.7967640683,43079.030768998,43758.6226705983,42653.9306538701,46664.12109375,45862.2922925837,46868.896702826,46077.3406522907,47612.9097575881,59841.34765625,59927.6321130246,60086.2505003251,60573.1162019446,58913.2786346972,39080.04296875,38748.8016307019,38443.2907232679,38960.0572243929,38303.9585438222,29151.224609375,28690.6682414971,29852.3388471492,29705.8584451713,28865.7262571193
Q8NBM8,63155.65625,62583.8739502169,62199.7602291331,62520.1936138719,62223.1110649109,68269.8046875,69165.0440234505,67375.7576660998,68228.8786133565,67499.0848067962,59273.59765625,58784.271139618,59394.0945821479,59907.0802717134,59859.4946055338,57874.5625,58806.9559670538,57731.6465395987,57416.7554969452,57608.1223561913,40785.6171875,40103.1823580824,40852.382596463,41275.4210386164,40713.4393126443,50938.390625,51398.2465284057,51927.9048524909,50957.0673287958,51406.0572882295
Q8NBN3,74427.2109375,73809.1694133021,75113.0546310581,74012.6366319731,73975.1822005622,63865.54296875,63916.4473023415,64186.8772520833,63429.4272340052,64558.7763060033,67638.1796875,67713.5633856021,67501.8351941332,66990.6144958884,68006.1290875971,71971.375,72325.8335630298,72826.9762702174,71706.9491299689,72007.3986382112,51420.46484375,50764.788480714,52368.0388389677,50775.0019750148,51246.6350693777,55926.25390625,56582.7247097939,56491.0111541711,56159.7508301809,55750.3779756688
Q8NBN7,42155.62890625,41219.2560920157,41323.8575031646,42999.2251821458,42862.8849165179,37720.234375,37345.8145307563,38449.6153048426,37490.6911226176,36812.8246898018,44006.21875,43316.6495323814,44023.3299056701,43367.8559316024,43115.9315355755,42066.72265625,41786.8419109136,42882.5855349414,42279.1767209992,41839.2383736782,30051.349609375,29518.3032315522,30388.2452819794,31027.8073192872,29238.2208055183,29651.091796875,30156.9416835606,29809.1061963402,30014.2139350697,29037.3193142638
Q8NBQ5,151960.890625,152255.461411878,152059.707929242,152447.569672346,152897.282632861,158533.0625,158083.579672553,159409.57915695,158113.14296262,157939.272719953,160370.84375,159685.399720021,159983.098181471,160040.312715847,160843.446664087,163648,164317.691817835,164327.345554672,163435.319461815,164240.078805435,106874.6015625,106442.05425027,106370.993696611,107041.688861318,106893.595943686,120730.90625,121048.769260801,120362.001349263,121354.1100007,119994.254077829
Q8NBS9,519487.1875,518508.276015874,519625.433598533,519692.994102258,519945.132876169,555232.25,555764.452584203,555321.557312388,555114.309885655,554298.116823774,545308.0625,546280.953277513,545424.478132423,544380.216248479,546136.956962902,553315.9375,552732.396322787,553530.760798156,553433.083432745,553399.169100467,385118.78125,385948.719502922,384316.986826744,384788.324917231,385571.862906713,404446.1875,404187.166488819,403728.344425648,404728.317369331,404757.938138764
Q8NBT2,65166.3359375,64271.6970470995,64474.4944250472,64852.4698530585,65296.3743064813,57647.1953125,57912.7960189506,58164.7713182755,56755.1023814157,57177.9367833659,36756.84375,37669.5568166748,37659.4319791608,37398.5116589889,37403.8921283633,50922.94140625,51871.0169051699,51869.8040493689,51858.9468109347,51180.7773201652,73257.8515625,73574.8949023336,74171.2633809447,72623.6507553048,73232.1460880712,50867.84765625,50304.3463210352,50536.4241054058,50347.540558666,50559.4093393311
Q8NBU5,362515.25,363347.683846779,362696.940201629,362490.427688058,362621.369133998,342908.40625,343423.82211034,343551.095466882,343752.887768492,343164.069995105,392496.6875,392878.870680191,393095.099230025,391884.574838176,393244.37562675,415721.9375,415512.561908051,414859.729943391,414980.741378445,415014.106659278,246737.453125,247285.716128118,246402.644675739,246640.966108117,247049.214933582,241996.265625,242978.311490152,242655.561182067,241817.7606127,241492.67285585
Q8NBX0,705544.3125,706063.461328462,705701.366898209,705833.454968944,704979.278252997,738602.375,739078.905197076,737645.925306465,738767.54213379,738316.74875294,762633.75,761806.953544226,762992.206504997,763180.250616241,762811.429015324,750739.125,750343.925404049,750764.357116692,749981.643794723,751068.129382715,509482.90625,509419.477282275,508763.366328269,510475.683909558,509068.494267013,520161.65625,520296.130767312,519770.282652915,519364.121209584,520149.528108291
Q8NBZ0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NBZ7,54272.1171875,54325.4463656321,54170.5301359743,54393.0644190386,55184.7437776141,36357.62890625,36395.7581586316,37264.3493740931,36680.7104201168,35923.5050465092,59652.8203125,58706.2173128016,58984.0569930039,58984.2768307664,59831.2780112848,62628.6796875,62908.0988148861,61753.0336732678,62344.8181067295,63553.1008852348,29869.2265625,30834.0967634581,29366.0583102033,29502.4002624564,29906.3227751181,32518.77734375,31527.2110391669,33255.4033587947,31701.8135868274,32807.8027691953
Q8NC44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NC51,356130.21875,356071.912433155,355246.231851302,356690.488993324,355897.284691356,362275.1875,361925.888954841,362817.335015342,362371.55679119,361499.865997296,409677.9375,410597.49967261,410235.414420541,409912.75862214,410618.981574018,396675.375,395947.929393392,396999.112914208,395978.869369145,397636.700397249,225327.171875,224556.749278981,226056.325792171,224458.878733519,224626.577168539,270339.4375,270609.041780591,271207.920468304,271189.387675267,270705.051565435
Q8NC54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NC56,122335.3828125,122874.625657529,122190.758232336,121550.492675819,121676.194494434,99498.546875,100203.546955634,100057.403107557,100137.795223773,99213.2079046331,113235.1015625,112534.188807517,112337.105673313,113585.438192397,113426.038027316,97295.46875,97821.9796503522,96392.3589056917,97425.6729069725,97096.4614600502,66787.6640625,67510.9232227951,66632.6142946891,67743.2744108774,66755.1476956978,55693.8359375,56504.1502286568,56419.9334537499,56064.8502633795,55232.9106243216
Q8NC60,22910.4609375,22603.2447244152,23855.501427047,23343.634766724,21986.3163686469,18912.53515625,18703.6241997369,19526.2065498494,18675.8672400713,18861.2554745153,139251.125,139537.997455385,138477.505492561,139287.977316,140048.037886202,NA,NA,NA,NA,NA,10077.921875,11040.153544575,9841.99042543024,10110.343812678,9578.63628649339,110870.9375,111143.693086077,111652.522326298,111567.066690736,110453.303308543
Q8NCA5,182107.640625,182171.112905744,181248.984884027,182249.724705726,182461.51979363,200245.65625,201022.963304494,200432.958281089,199479.107569393,201141.715447839,150574.65625,150540.308448065,151170.844974041,150331.349405039,150075.634425551,210561.421875,210410.259266008,211228.392397609,210399.207631681,210698.724445511,77465.9921875,76865.9428184628,77112.382786233,77795.2541614659,78448.737204425,65622.859375,65303.0139667988,65682.6847758219,65400.6542292498,66008.4049658924
Q8NCC3,71750.515625,72745.4173198231,72260.0364588462,72495.009950947,71450.9808399044,56182.6015625,56970.5079493895,55728.2127824463,56928.9936882295,56283.2550036572,80877.140625,80908.6580309942,81609.0067500174,80110.6235674508,81331.0658168904,56704.0625,57269.0310347453,55942.945834212,57431.9799337164,56114.144186452,38801.140625,38679.4746862426,37912.5438513868,39568.4123793319,38887.953032244,44490.71875,45292.7384653091,44776.0310063101,44583.3542791158,45187.3666333929
Q8NCE2,NA,NA,NA,NA,NA,12563.873046875,11685.042135749,12589.6825691275,12420.4286507852,12940.8075742945,18716.05078125,18918.3582700193,19035.0858219303,19264.5540423095,18972.7391641922,NA,NA,NA,NA,NA,11764.5029296875,10903.7616170719,11095.497643739,11893.9425704777,12705.236850936,11285.546875,10497.0035947859,12055.3578118794,11367.4350617453,12087.0572201908
Q8NCF5,26561.740234375,27560.7176291496,25869.9315808453,27357.4665574096,27376.3084834181,19507.7578125,19775.5026600733,18986.8792022988,18570.6309631877,19070.24139468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13511.8369140625,13036.9131734557,12604.2627191134,14197.2262414135,14076.5748673081,NA,NA,NA,NA,NA
